247,25,03
Main Terrain - Snow\DeformTerrainMaster\weightForceLeftYFloat,Main Terrain - Snow\DeformTerrainMaster\weightForceRightYFloat,Main Terrain - Snow\DeformTerrainMaster\weightForceYFloat,Main Terrain - Snow\DeformTerrainMaster\momentumForceLeftYFloat,Main Terrain - Snow\DeformTerrainMaster\momentumForceRightYFloat,Main Terrain - Snow\DeformTerrainMaster\momentumForceYFloat,Main Terrain - Snow\DeformTerrainMaster\totalGRForceLeftYFloat,Main Terrain - Snow\DeformTerrainMaster\totalGRForceRightYFloat,Main Terrain - Snow\DeformTerrainMaster\totalGRForceYFloat
0,000,-760,275,-760,275,50,297,127,488,127,488,0,000,760,275,760,275
0,000,0,000,-760,275,50,297,127,488,127,488,0,000,0,000,0,000
-760,275,0,000,-760,275,169,743,127,488,169,743,930,018,0,000,930,018
-760,275,0,000,-760,275,30,855,127,488,30,855,791,131,0,000,791,131
-760,275,0,000,-760,275,38,889,127,488,38,889,799,164,0,000,799,164
0,000,0,000,-760,275,38,889,127,488,38,889,0,000,0,000,0,000
0,000,-760,275,-760,275,38,889,189,909,189,909,0,000,950,184,950,184
0,000,0,000,-760,275,38,889,50,564,50,564,0,000,0,000,0,000
0,000,-760,275,-760,275,38,889,4,421,4,421,0,000,760,275,760,275
0,000,0,000,-760,275,38,889,4,421,4,421,0,000,0,000,0,000
-760,275,0,000,-760,275,50,795,4,421,50,795,811,070,0,000,811,070
-760,275,0,000,-760,275,18,879,4,421,18,879,779,154,0,000,779,154
0,000,0,000,-760,275,18,879,4,421,18,879,0,000,0,000,0,000
0,000,-760,275,-760,275,18,879,177,169,177,169,0,000,937,444,937,444
0,000,-760,275,-760,275,18,879,5,807,5,807,0,000,760,275,760,275
-414,873,-345,402,-760,275,55,985,5,807,55,985,470,858,345,402,816,260
-760,275,0,000,-760,275,95,698,5,807,95,698,855,973,0,000,855,973
-484,244,-276,031,-760,275,5,784,35,107,40,891,490,028,311,138,801,166
-380,138,-380,138,-760,275,0,930,27,736,28,666,381,068,407,873,788,941
-235,130,-525,145,-760,275,1,049,1,345,1,345,235,130,525,145,760,275
-132,237,-628,038,-760,275,1,049,1,345,1,345,132,237,628,038,760,275
-448,060,-312,216,-760,275,32,381,1,345,32,381,480,440,312,216,792,656
-760,275,0,000,-760,275,28,810,1,345,28,810,789,085,0,000,789,085
-760,275,0,000,-760,275,3,653,1,345,3,653,763,928,0,000,763,928
0,000,0,000,-760,275,5,516,1,345,5,516,0,000,0,000,0,000
0,000,0,000,-760,275,5,516,1,345,5,516,0,000,0,000,0,000
-760,275,0,000,-760,275,256,822,1,345,256,822,1017,097,0,000,1017,097
-760,275,0,000,-760,275,4,266,1,345,4,266,760,275,0,000,760,275
0,000,0,000,-760,275,4,266,1,345,4,266,0,000,0,000,0,000
0,000,-760,275,-760,275,4,266,165,992,165,992,0,000,926,267,926,267
0,000,-760,275,-760,275,4,266,98,529,98,529,0,000,760,275,760,275
0,000,-760,275,-760,275,4,266,98,529,98,529,0,000,760,275,760,275
0,000,0,000,-760,275,4,266,98,529,98,529,0,000,0,000,0,000
-760,275,0,000,-760,275,111,953,6,208,111,953,872,228,0,000,872,228
-760,275,0,000,-760,275,12,123,6,208,12,123,772,398,0,000,772,398
-760,275,0,000,-760,275,8,044,6,208,8,044,768,319,0,000,768,319
-514,086,-246,189,-760,275,0,809,35,701,35,701,514,086,281,890,795,976
-380,138,-380,138,-760,275,3,786,9,537,13,324,383,924,389,675,773,599
-380,138,-380,138,-760,275,0,470,9,537,0,470,380,608,380,138,760,745
-380,138,-380,138,-760,275,0,085,9,537,0,085,380,223,380,138,760,360
-380,138,-380,138,-760,275,0,075,9,537,0,075,380,213,380,138,760,350
-235,194,-525,081,-760,275,0,062,9,537,0,062,235,194,525,081,760,275
-132,209,-628,066,-760,275,0,062,9,537,0,062,132,209,628,066,760,275
-448,060,-312,216,-760,275,40,290,9,537,40,290,488,349,312,216,800,565
-760,275,0,000,-760,275,18,457,9,537,18,457,778,732,0,000,778,732
-760,275,0,000,-760,275,8,225,9,537,8,225,768,500,0,000,768,500
-760,275,0,000,-760,275,2,133,9,537,2,133,760,275,0,000,760,275
-695,939,-64,336,-760,275,2,133,1,722,1,722,695,939,64,336,760,275
-384,058,-376,217,-760,275,2,133,28,485,28,485,384,058,404,702,788,760
0,000,-760,275,-760,275,2,133,72,862,72,862,0,000,833,137,833,137
0,000,-760,275,-760,275,2,133,3,628,3,628,0,000,763,903,763,903
0,000,-760,275,-760,275,2,133,3,539,3,539,0,000,760,275,760,275
0,000,-760,275,-760,275,2,133,3,539,3,539,0,000,760,275,760,275
0,000,0,000,-760,275,2,133,3,539,3,539,0,000,0,000,0,000
-760,275,0,000,-760,275,260,652,3,539,260,652,1020,927,0,000,1020,927
-760,275,0,000,-760,275,16,142,3,539,16,142,760,275,0,000,760,275
0,000,0,000,-760,275,5,382,3,539,5,382,0,000,0,000,0,000
0,000,-760,275,-760,275,5,382,150,158,150,158,0,000,910,433,910,433
0,000,-760,275,-760,275,5,382,125,527,125,527,0,000,760,275,760,275
0,000,-760,275,-760,275,5,382,125,527,125,527,0,000,760,275,760,275
0,000,0,000,-760,275,5,382,125,527,125,527,0,000,0,000,0,000
-760,275,0,000,-760,275,102,618,125,527,102,618,862,893,0,000,862,893
-414,873,-345,402,-760,275,102,618,63,771,63,771,414,873,409,173,824,046
-760,275,0,000,-760,275,59,835,1,434,59,835,820,111,0,000,820,111
-760,275,0,000,-760,275,6,298,1,434,6,298,760,275,0,000,760,275
-380,138,-380,138,-760,275,6,298,11,235,11,235,380,138,380,138,760,275
-380,138,-380,138,-760,275,6,298,11,235,11,235,380,138,380,138,760,275
-380,138,-380,138,-760,275,6,298,11,235,11,235,380,138,380,138,760,275
-380,138,-380,138,-760,275,6,298,11,235,11,235,380,138,380,138,760,275
-380,138,-380,138,-760,275,6,298,11,235,11,235,380,138,380,138,760,275
-380,138,-380,138,-760,275,6,298,11,235,11,235,380,138,380,138,760,275
-380,138,-380,138,-760,275,6,298,11,235,11,235,380,138,380,138,760,275
-351,595,-408,680,-760,275,6,298,11,235,11,235,351,595,408,680,760,275
-209,191,-551,084,-760,275,6,298,11,235,11,235,209,191,551,084,760,275
0,000,-760,275,-760,275,6,298,11,235,11,235,0,000,760,275,760,275
-760,275,0,000,-760,275,124,184,11,235,124,184,884,459,0,000,884,459
-760,275,0,000,-760,275,22,471,11,235,22,471,782,746,0,000,782,746
0,000,0,000,-760,275,9,076,11,235,9,076,0,000,0,000,0,000
0,000,0,000,-760,275,9,076,84,684,84,684,0,000,0,000,0,000
0,000,0,000,-760,275,9,076,84,684,84,684,0,000,0,000,0,000
-760,275,0,000,-760,275,3,229,84,684,3,229,760,275,0,000,760,275
0,000,0,000,-760,275,10,773,84,684,10,773,0,000,0,000,0,000
0,000,-760,275,-760,275,10,773,84,684,10,773,0,000,760,275,760,275
0,000,-760,275,-760,275,10,773,5,474,5,474,0,000,765,749,765,749
0,000,-760,275,-760,275,10,773,12,707,12,707,0,000,760,275,760,275
0,000,0,000,-760,275,10,773,12,707,12,707,0,000,0,000,0,000
-760,275,0,000,-760,275,34,275,12,707,34,275,794,550,0,000,794,550
-321,593,-438,682,-760,275,34,275,93,128,93,128,321,593,531,809,853,403
-760,275,0,000,-760,275,101,765,41,227,101,765,862,041,0,000,862,041
-760,275,0,000,-760,275,0,329,41,227,0,329,760,604,0,000,760,604
-424,329,-335,946,-760,275,0,082,50,556,50,556,424,329,386,502,810,831
-380,138,-380,138,-760,275,0,082,9,140,9,140,380,138,389,277,769,415
-380,138,-380,138,-760,275,0,082,0,042,0,042,380,138,380,179,760,317
-380,138,-380,138,-760,275,0,082,0,042,0,042,380,138,380,138,760,275
-380,138,-380,138,-760,275,0,082,0,042,0,042,380,138,380,138,760,275
-322,720,-437,555,-760,275,0,012,0,042,0,012,322,732,437,555,760,287
-183,536,-576,739,-760,275,0,012,0,042,0,012,183,536,576,739,760,275
-218,065,-542,210,-760,275,0,012,0,042,0,012,218,065,542,210,760,275
-760,275,0,000,-760,275,107,435,0,042,107,435,867,710,0,000,867,710
-760,275,0,000,-760,275,18,485,0,042,18,485,778,760,0,000,778,760
-760,275,0,000,-760,275,3,362,0,042,3,362,763,637,0,000,763,637
-740,144,-20,131,-760,275,4,178,1,357,1,357,740,144,21,488,761,632
-612,824,-147,451,-760,275,4,178,1,357,1,357,612,824,147,451,760,275
-152,261,-608,014,-760,275,4,178,66,632,66,632,152,261,674,646,826,907
0,000,-760,275,-760,275,4,178,17,339,17,339,0,000,777,614,777,614
0,000,-760,275,-760,275,4,178,3,078,3,078,0,000,763,353,763,353
0,000,-760,275,-760,275,4,178,3,078,3,078,0,000,760,275,760,275
0,000,-760,275,-760,275,4,178,3,078,3,078,0,000,760,275,760,275
0,000,0,000,-760,275,4,178,3,078,3,078,0,000,0,000,0,000
-760,275,0,000,-760,275,139,453,3,078,139,453,899,728,0,000,899,728
-760,275,0,000,-760,275,23,219,3,078,23,219,760,275,0,000,760,275
0,000,0,000,-760,275,5,328,3,078,5,328,0,000,0,000,0,000
0,000,-760,275,-760,275,5,328,195,392,195,392,0,000,955,667,955,667
0,000,-760,275,-760,275,5,328,92,721,92,721,0,000,760,275,760,275
0,000,-760,275,-760,275,5,328,92,721,92,721,0,000,760,275,760,275
0,000,0,000,-760,275,5,328,92,721,92,721,0,000,0,000,0,000
-760,275,0,000,-760,275,138,452,92,721,138,452,898,727,0,000,898,727
-760,275,0,000,-760,275,12,906,92,721,12,906,773,181,0,000,773,181
0,000,0,000,-760,275,10,560,92,721,10,560,0,000,0,000,0,000
0,000,-760,275,-760,275,10,560,188,909,188,909,0,000,949,184,949,184
0,000,-760,275,-760,275,10,560,85,919,85,919,0,000,760,275,760,275
0,000,-760,275,-760,275,10,560,2,140,2,140,0,000,760,275,760,275
0,000,0,000,-760,275,10,560,2,140,2,140,0,000,0,000,0,000
-760,275,0,000,-760,275,95,696,2,140,95,696,855,971,0,000,855,971
0,000,0,000,-760,275,95,696,2,140,95,696,0,000,0,000,0,000
-760,275,0,000,-760,275,128,091,13,608,128,091,888,366,0,000,888,366
-760,275,0,000,-760,275,8,173,13,608,8,173,768,449,0,000,768,449
-394,930,-365,346,-760,275,8,173,50,580,50,580,394,930,415,925,810,855
-380,138,-380,138,-760,275,8,173,13,041,13,041,380,138,380,138,760,275
-380,138,-380,138,-760,275,8,173,13,041,13,041,380,138,380,138,760,275
-380,138,-380,138,-760,275,8,173,13,041,13,041,380,138,380,138,760,275
-380,138,-380,138,-760,275,8,173,13,041,13,041,380,138,380,138,760,275
-380,138,-380,138,-760,275,8,173,13,041,13,041,380,138,380,138,760,275
-380,138,-380,138,-760,275,8,173,13,041,13,041,380,138,380,138,760,275
-380,138,-380,138,-760,275,8,173,13,041,13,041,380,138,380,138,760,275
-380,138,-380,138,-760,275,8,173,13,041,13,041,380,138,380,138,760,275
-380,138,-380,138,-760,275,8,173,13,041,13,041,380,138,380,138,760,275
-380,138,-380,138,-760,275,8,173,13,041,13,041,380,138,380,138,760,275
-380,138,-380,138,-760,275,8,173,13,041,13,041,380,138,380,138,760,275
-380,138,-380,138,-760,275,8,173,13,041,13,041,380,138,380,138,760,275
-380,138,-380,138,-760,275,8,173,13,041,13,041,380,138,380,138,760,275
-380,138,-380,138,-760,275,8,173,0,009,0,009,380,138,380,146,760,284
-380,138,-380,138,-760,275,8,173,0,019,0,019,380,138,380,157,760,294
-380,138,-380,138,-760,275,8,173,0,028,0,028,380,138,380,166,760,303
-380,138,-380,138,-760,275,8,173,0,037,0,037,380,138,380,175,760,312
-380,138,-380,138,-760,275,8,173,0,002,0,002,380,138,380,140,760,277
-380,138,-380,138,-760,275,8,173,0,002,0,002,380,138,380,138,760,275
-380,138,-380,138,-760,275,8,173,0,002,0,002,380,138,380,138,760,275
-380,138,-380,138,-760,275,8,173,0,002,0,002,380,138,380,138,760,275
-380,138,-380,138,-760,275,8,173,0,002,0,002,380,138,380,138,760,275
-380,138,-380,138,-760,275,8,173,0,002,0,002,380,138,380,138,760,275
-380,138,-380,138,-760,275,8,173,0,002,0,002,380,138,380,138,760,275
-380,138,-380,138,-760,275,8,173,0,002,0,002,380,138,380,138,760,275
-380,138,-380,138,-760,275,8,173,0,027,0,027,380,138,380,165,760,302
-380,138,-380,138,-760,275,8,173,0,028,0,028,380,138,380,166,760,303
-380,138,-380,138,-760,275,8,173,0,058,0,058,380,138,380,196,760,333
-380,138,-380,138,-760,275,8,173,0,053,0,053,380,138,380,190,760,328
-380,138,-380,138,-760,275,8,173,0,089,0,089,380,138,380,226,760,364
-380,138,-380,138,-760,275,8,173,0,088,0,088,380,138,380,225,760,363
-380,138,-380,138,-760,275,8,173,0,055,0,055,380,138,380,192,760,330
-380,138,-380,138,-760,275,8,173,0,045,0,045,380,138,380,182,760,320
-380,138,-380,138,-760,275,0,038,0,069,0,107,380,175,380,206,760,382
-380,138,-380,138,-760,275,0,015,0,060,0,074,380,152,380,197,760,349
